date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2019-02-12 00:00:00+00:00,170.89,171.0,169.7,170.1,22283523,41.2885679617,41.3151449555,41.0010532103,41.0976968242,89134092,0.0,1.0
2019-02-13 00:00:00+00:00,170.18,172.48,169.92,171.39,22490233,41.117025547,41.6727263271,41.0542071979,41.4093724791,89960932,0.0,1.0
2019-02-14 00:00:00+00:00,170.8,171.26,169.38,169.71,21835747,41.2668231486,41.3779633046,40.9237383191,41.0034693006,87342988,0.0,1.0
2019-02-15 00:00:00+00:00,170.42,171.7,169.75,171.25,24626814,41.1750117153,41.4842712799,41.013133662,41.3755472142,98507256,0.0,1.0
2019-02-19 00:00:00+00:00,170.93,171.44,169.49,169.71,18972826,41.2982323231,41.4214529309,40.950315313,41.0034693006,75891304,0.0,1.0
2019-02-20 00:00:00+00:00,172.03,173.32,170.99,171.19,26114362,41.5640022614,41.8756779163,41.3127288652,41.3610506722,104457448,0.0,1.0
2019-02-21 00:00:00+00:00,171.06,172.37,170.3,171.8,17249670,41.3296414976,41.6461493333,41.1460186312,41.5084321834,68998680,0.0,1.0
2019-02-22 00:00:00+00:00,172.97,173.0,171.38,171.58,18913154,41.7911147542,41.7983630252,41.4069563888,41.4552781957,75652616,0.0,1.0
2019-02-25 00:00:00+00:00,174.23,175.87,173.95,174.16,21873358,42.095542138,42.4917809552,42.0278916083,42.0786295056,87493432,0.0,1.0
2019-02-26 00:00:00+00:00,174.33,175.3,173.17,173.71,17070211,42.1197030415,42.3540638053,41.8394365611,41.9699054399,68280844,0.0,1.0
2019-02-27 00:00:00+00:00,174.87,175.0,172.73,173.21,27835389,42.2501719203,42.2815810949,41.7331285858,41.8491009225,111341556,0.0,1.0
2019-02-28 00:00:00+00:00,173.15,174.91,172.92,174.32,28215416,41.8346043804,42.2598362817,41.7790343024,42.1172869512,112861664,0.0,1.0
2019-03-01 00:00:00+00:00,174.97,175.15,172.89,174.28,25886167,42.2743328238,42.3178224501,41.7717860314,42.1076225898,103544668,0.0,1.0
2019-03-04 00:00:00+00:00,175.85,177.75,173.97,175.69,27436203,42.4869487745,42.9460059406,42.032723789,42.4482913289,109744812,0.0,1.0
2019-03-05 00:00:00+00:00,175.53,176.0,174.54,175.94,19737419,42.4096338833,42.5231901297,42.1704409388,42.5086935876,78949676,0.0,1.0
2019-03-06 00:00:00+00:00,174.52,175.49,173.94,174.67,20810384,42.1656087581,42.3999695219,42.0254755179,42.2018501134,83241536,0.0,1.0
2019-03-07 00:00:00+00:00,172.5,174.44,172.02,173.87,24796374,41.6775585078,42.1462800354,41.5615861711,42.0085628855,99185496,0.0,1.0
2019-03-08 00:00:00+00:00,172.91,173.07,169.5,170.32,23999358,41.7766182121,41.8152756576,40.9527314033,41.1508508119,95997432,0.0,1.0
2019-03-11 00:00:00+00:00,178.9,179.12,175.35,175.49,32011034,43.2238563307,43.2770103183,42.366144257,42.3999695219,128044136,0.0,1.0
2019-03-12 00:00:00+00:00,180.91,182.67,179.37,180.0,32467584,43.7094904907,44.134722392,43.3374125771,43.489626269,129870336,0.0,1.0
2019-03-13 00:00:00+00:00,181.71,183.3,180.92,182.25,31032524,43.9027777185,44.2869360839,43.711906581,44.0332465974,124130096,0.0,1.0
2019-03-14 00:00:00+00:00,183.73,184.1,182.56,183.9,23579508,44.3908279689,44.4802233118,44.1081453982,44.4319015048,94318032,0.0,1.0
2019-03-15 00:00:00+00:00,186.12,187.33,183.74,184.85,39042912,44.9682735621,45.2606204943,44.3932440592,44.6614300879,156171648,0.0,1.0
2019-03-18 00:00:00+00:00,188.02,188.39,185.79,185.8,26219832,45.4273307283,45.5167260712,44.8885425806,44.890958671,104879328,0.0,1.0
2019-03-19 00:00:00+00:00,186.53,188.99,185.92,188.35,31646369,45.0673332664,45.6616914921,44.9199517552,45.5070617098,126585476,0.0,1.0
2019-03-20 00:00:00+00:00,188.16,189.49,184.73,186.23,31035231,45.4611559932,45.7824960095,44.6324370037,44.994850556,124140924,0.0,1.0
2019-03-21 00:00:00+00:00,195.09,196.33,189.81,190.02,51034237,47.1355066045,47.4351018077,45.8598109007,45.910548798,204136948,0.0,1.0
2019-03-22 00:00:00+00:00,191.05,197.69,190.78,195.34,42407666,46.1594061038,47.7636900951,46.0941716644,47.1959088633,169630664,0.0,1.0
2019-03-25 00:00:00+00:00,188.74,191.98,186.6,191.51,43845293,45.6012892334,46.3841025062,45.0842458989,46.2705462599,175381172,0.0,1.0
2019-03-26 00:00:00+00:00,186.79,192.88,184.58,191.66,49800538,45.1301516155,46.6015506376,44.5961956485,46.3067876151,199202152,0.0,1.0
2019-03-27 00:00:00+00:00,188.47,189.76,186.55,188.75,29848427,45.536054794,45.8477304489,45.0721654471,45.6037053237,119393708,0.0,1.0
2019-03-28 00:00:00+00:00,188.72,189.56,187.53,188.95,20780363,45.5964570527,45.7994086419,45.3089423012,45.6520271307,83121452,0.0,1.0
2019-03-29 00:00:00+00:00,189.95,190.08,188.54,189.83,23563961,45.8936361655,45.9250453401,45.5529674264,45.8646430813,94255844,0.0,1.0
2019-04-01 00:00:00+00:00,191.24,191.68,188.38,191.64,27861964,46.2053118205,46.3116197958,45.5143099808,46.3019554344,111447856,0.0,1.0
2019-04-02 00:00:00+00:00,194.02,194.46,191.05,191.09,22765732,46.8769849373,46.9832929126,46.1594061038,46.1690704652,91062928,0.0,1.0
2019-04-03 00:00:00+00:00,195.35,196.5,193.15,193.25,23271830,47.1983249536,47.4761753437,46.666785077,46.6909459805,93087320,0.0,1.0
2019-04-04 00:00:00+00:00,195.69,196.37,193.14,194.79,19114275,47.2804720254,47.4447661691,46.6643689866,47.0630238941,76457100,0.0,1.0
2019-04-05 00:00:00+00:00,197.0,197.1,195.93,196.45,18526644,47.5969798611,47.6211407645,47.3384581938,47.4640948919,74106576,0.0,1.0
2019-04-08 00:00:00+00:00,200.1,200.23,196.34,196.42,25881697,48.345967869,48.3773770436,47.4375178981,47.4568466209,103526788,0.0,1.0
2019-04-09 00:00:00+00:00,199.5,202.85,199.23,200.32,35768237,48.2010024481,49.0103927148,48.1357680087,48.3991218567,143072948,0.0,1.0
2019-04-10 00:00:00+00:00,200.62,200.74,198.18,198.68,21695288,48.4716045671,48.5005976513,47.8820785222,48.0028830396,86781152,0.0,1.0
2019-04-11 00:00:00+00:00,198.95,201.0,198.44,200.85,20900808,48.068117479,48.5634160004,47.9448968712,48.5271746452,83603232,0.0,1.0
2019-04-12 00:00:00+00:00,198.87,200.14,196.21,199.2,27760668,48.0487887562,48.3556322304,47.4061087236,48.1285197377,111042672,0.0,1.0
2019-04-15 00:00:00+00:00,199.23,199.85,198.01,198.58,17536646,48.1357680087,48.2855656103,47.8410049862,47.9787221361,70146584,0.0,1.0
2019-04-16 00:00:00+00:00,199.25,201.37,198.56,199.46,25696385,48.1406001894,48.6528113433,47.9738899554,48.1913380867,102785540,0.0,1.0
2019-04-17 00:00:00+00:00,203.13,203.38,198.61,199.54,28906780,49.0780432446,49.1384455033,47.9859704071,48.2106668095,115627120,0.0,1.0
2019-04-18 00:00:00+00:00,203.86,204.15,202.52,203.12,24195766,49.25441784,49.3244844601,48.9306617333,49.0756271542,96783064,0.0,1.0
2019-04-22 00:00:00+00:00,204.53,204.94,202.34,202.83,19439545,49.4162958933,49.5153555976,48.887172107,49.0055605341,77758180,0.0,1.0
2019-04-23 00:00:00+00:00,207.48,207.75,203.9,204.43,23322991,50.1290425461,50.1942769855,49.2640822014,49.3921349898,93291964,0.0,1.0
2019-04-24 00:00:00+00:00,207.16,208.48,207.05,207.36,17540609,50.0517276549,50.3706515809,50.0251506611,50.1000494619,70162436,0.0,1.0
2019-04-25 00:00:00+00:00,205.28,207.76,205.12,206.83,18543206,49.5975026694,50.1966930758,49.5588452239,49.9719966734,74172824,0.0,1.0
2019-04-26 00:00:00+00:00,204.3,205.0,202.12,204.9,18649102,49.3607258153,49.5298521397,48.8340181194,49.5056912362,74596408,0.0,1.0
2019-04-29 00:00:00+00:00,204.61,205.97,203.86,204.4,22204716,49.4356246161,49.7642129035,49.25441784,49.3848867188,88818864,0.0,1.0
2019-04-30 00:00:00+00:00,200.67,203.4,199.11,203.06,46534923,48.4836850189,49.143277684,48.1067749246,49.0611306121,186139692,0.0,1.0
2019-05-01 00:00:00+00:00,210.52,215.31,209.23,209.88,64827328,50.8635340119,52.0208412888,50.551858357,50.7089042296,259309312,0.0,1.0
2019-05-02 00:00:00+00:00,209.15,212.65,208.13,209.84,31996324,50.5325296342,51.3781612561,50.2860884187,50.6992398683,127985296,0.0,1.0
2019-05-03 00:00:00+00:00,211.75,211.84,210.23,210.89,20892378,51.1607131248,51.1824579379,50.7934673918,50.9529293548,83569512,0.0,1.0
2019-05-06 00:00:00+00:00,208.48,208.84,203.5,204.29,32443113,50.3706515809,50.4576308334,49.1674385874,49.358309725,129772452,0.0,1.0
2019-05-07 00:00:00+00:00,202.86,207.42,200.83,205.88,38763698,49.0128088052,50.114546004,48.5223424645,49.7424680903,155054792,0.0,1.0
2019-05-08 00:00:00+00:00,202.9,205.34,201.75,201.9,26339504,49.0224731665,49.6119992115,48.7446227765,48.7808641317,105358016,0.0,1.0
2019-05-09 00:00:00+00:00,200.72,201.68,196.66,200.4,34908607,48.4957654706,48.7277101441,47.5148327892,48.4184505795,139634428,0.0,1.0
2019-05-10 00:00:00+00:00,197.18,198.85,192.77,197.42,41208712,47.8265084442,48.2315711742,46.7568517739,47.8847210521,164834848,0.77,1.0
2019-05-13 00:00:00+00:00,185.72,189.48,182.85,187.71,57430623,45.0468564167,45.9588539406,44.3507306472,45.5295359573,229722492,0.0,1.0
2019-05-14 00:00:00+00:00,188.66,189.7,185.41,186.41,36529677,45.7599608635,46.0122154978,44.9716651315,45.2142176644,146118708,0.0,1.0
2019-05-15 00:00:00+00:00,190.92,191.75,186.02,186.27,26544718,46.308129588,46.5094481903,45.1196221766,45.1802603098,106178872,0.0,1.0
2019-05-16 00:00:00+00:00,190.08,192.47,188.84,189.91,33031364,46.1043854603,46.684086014,45.8036203195,46.0631515297,132125456,0.0,1.0
2019-05-17 00:00:00+00:00,189.0,190.9,186.76,186.93,32879090,45.8424287247,46.3032785373,45.299111051,45.3403449816,131516360,0.0,1.0
2019-05-20 00:00:00+00:00,183.09,184.35,180.28,183.52,38612290,44.4089432551,44.7145594466,43.7273706375,44.5132408443,154449160,0.0,1.0
2019-05-21 00:00:00+00:00,186.6,188.0,184.7,185.22,28364848,45.2603026457,45.5998761918,44.7994528331,44.9255801502,113459392,0.0,1.0
2019-05-22 00:00:00+00:00,182.78,185.71,182.55,184.66,29748556,44.3337519699,45.0444308914,44.2779648873,44.7897507318,118994224,0.0,1.0
2019-05-23 00:00:00+00:00,179.66,180.54,177.81,179.8,36529736,43.5769880671,43.7904342961,43.1282658812,43.6109454217,146118944,0.0,1.0
2019-05-24 00:00:00+00:00,178.97,182.14,178.62,180.2,23714686,43.4096268194,44.1785183488,43.3247334329,43.7079664349,94858744,0.0,1.0
2019-05-28 00:00:00+00:00,178.23,180.59,177.91,178.92,27948160,43.230137945,43.8025619228,43.1525211345,43.3974991928,111792640,0.0,1.0
2019-05-29 00:00:00+00:00,177.38,179.35,176.0,176.42,28481165,43.023968292,43.5017967819,42.6892457966,42.7911178604,113924660,0.0,1.0
2019-05-30 00:00:00+00:00,178.3,179.23,176.67,177.95,21218412,43.2471166223,43.472690478,42.8517559937,43.1622232358,84873648,0.0,1.0
2019-05-31 00:00:00+00:00,175.07,177.99,174.99,176.23,27043584,42.463671941,43.1719253371,42.4442677383,42.7450328792,108174336,0.0,1.0
2019-06-03 00:00:00+00:00,173.3,177.92,170.27,175.6,40396069,42.0343539577,43.1549466598,41.2994197829,42.5922247834,161584276,0.0,1.0
2019-06-04 00:00:00+00:00,179.64,179.83,174.52,175.44,30967961,43.5721370165,43.6182219977,42.3302680478,42.5534163781,123871844,0.0,1.0
2019-06-05 00:00:00+00:00,182.54,184.99,181.14,184.28,29773427,44.275539362,44.8697930677,43.9359658159,44.6975807693,119093708,0.0,1.0
2019-06-06 00:00:00+00:00,185.22,185.47,182.15,183.08,22526311,44.9255801502,44.9862182835,44.1809438741,44.4065177298,90105244,0.0,1.0
2019-06-07 00:00:00+00:00,190.15,191.92,185.77,186.51,30684393,46.1213641376,46.5506821209,45.0589840434,45.2384729177,122737572,0.0,1.0
2019-06-10 00:00:00+00:00,192.58,195.37,191.62,191.81,26220851,46.7107667926,47.3874883595,46.477916361,46.5240013423,104883404,0.0,1.0
2019-06-11 00:00:00+00:00,194.81,196.0,193.6,194.86,26932882,47.2516589411,47.5402964553,46.9581703762,47.2637865677,107731528,0.0,1.0
2019-06-12 00:00:00+00:00,194.19,195.97,193.39,193.95,18253189,47.1012763707,47.5330198793,46.9072343443,47.0430637628,73012756,0.0,1.0
2019-06-13 00:00:00+00:00,194.15,196.79,193.6,194.7,21674625,47.0915742694,47.7319129563,46.9581703762,47.2249781625,86698500,0.0,1.0
2019-06-14 00:00:00+00:00,192.74,193.59,190.3,191.55,18761474,46.7495751979,46.9557448509,46.1577470176,46.4609376837,75045896,0.0,1.0
2019-06-17 00:00:00+00:00,193.89,194.96,192.17,192.9,14669144,47.0285106108,47.288041821,46.6113202541,46.7883836032,58676576,0.0,1.0
2019-06-18 00:00:00+00:00,198.45,200.29,195.21,196.05,26551004,48.134550161,48.5808468216,47.3486799543,47.5524240819,106204016,0.0,1.0
2019-06-19 00:00:00+00:00,197.87,199.88,197.31,199.68,21124235,47.9938696919,48.4814002831,47.8580402734,48.4328897765,84496940,0.0,1.0
2019-06-20 00:00:00+00:00,199.46,200.61,198.03,200.37,21513988,48.3795282192,48.6584636321,48.0326780971,48.6002510242,86055952,0.0,1.0
2019-06-21 00:00:00+00:00,198.78,200.85,198.15,198.8,47800589,48.2145924968,48.71667624,48.0617844011,48.2194435475,191202356,0.0,1.0
2019-06-24 00:00:00+00:00,198.58,200.16,198.17,198.54,18220421,48.1660819903,48.5493149923,48.0666354518,48.1563798889,72881684,0.0,1.0
2019-06-25 00:00:00+00:00,195.57,199.26,195.29,198.43,21070334,47.4359988661,48.3310177127,47.3680841569,48.1296991103,84281336,0.0,1.0
2019-06-26 00:00:00+00:00,199.8,200.99,197.35,197.77,26067512,48.4619960804,48.7506335946,47.8677423747,47.9696144386,104270048,0.0,1.0
2019-06-27 00:00:00+00:00,199.74,201.57,199.57,200.29,20899717,48.4474429285,48.8913140637,48.4062089979,48.5808468216,83598868,0.0,1.0
2019-06-28 00:00:00+00:00,197.92,199.5,197.05,198.68,31110642,48.0059973185,48.3892303206,47.7949766149,48.1903372436,124442568,0.0,1.0
2019-07-01 00:00:00+00:00,201.55,204.49,200.65,203.17,27316739,48.8864630131,49.5995674599,48.6681657334,49.2793981164,109266956,0.0,1.0
2019-07-02 00:00:00+00:00,202.73,203.13,201.36,201.41,16935217,49.1726750019,49.2696960151,48.8403780318,48.8525056585,67740868,0.0,1.0
2019-07-03 00:00:00+00:00,204.41,204.44,202.69,203.28,11362045,49.5801632573,49.5874398333,49.1629729006,49.3060788951,45448180,0.0,1.0
2019-07-05 00:00:00+00:00,204.23,205.08,202.9,203.35,17265518,49.5365038013,49.7426734543,49.2139089325,49.3230575724,69062072,0.0,1.0
2019-07-08 00:00:00+00:00,200.02,201.4,198.41,200.81,25338628,48.5153576377,48.8500801331,48.1248480597,48.7069741387,101354512,0.0,1.0
2019-07-09 00:00:00+00:00,201.24,201.51,198.81,199.2,20578015,48.8112717279,48.8767609118,48.2218690728,48.3164645607,82312060,0.0,1.0
2019-07-10 00:00:00+00:00,203.23,203.73,201.56,201.85,17897138,49.2939512684,49.4152275349,48.8888885384,48.959228773,71588552,0.0,1.0
2019-07-11 00:00:00+00:00,201.75,204.39,201.71,203.31,20191842,48.9349735197,49.5753122066,48.9252714183,49.313355471,80767368,0.0,1.0
2019-07-12 00:00:00+00:00,203.3,204.0,202.2,202.45,17595212,49.3109299457,49.4807167188,49.0441221595,49.1047602927,70380848,0.0,1.0
2019-07-15 00:00:00+00:00,205.21,205.87,204.0,204.09,16947420,49.7742052836,49.9342899554,49.4807167188,49.5025464467,67789680,0.0,1.0
2019-07-16 00:00:00+00:00,204.5,206.11,203.5,204.59,16866816,49.6019929852,49.9925025633,49.3594404523,49.6238227132,67467264,0.0,1.0
2019-07-17 00:00:00+00:00,203.35,205.09,203.27,204.05,14107450,49.3230575724,49.7450989797,49.3036533697,49.4928443454,56429800,0.0,1.0
2019-07-18 00:00:00+00:00,205.66,205.88,203.7,204.0,18582161,49.8833539234,49.9367154807,49.4079509589,49.4807167188,74328644,0.0,1.0
2019-07-19 00:00:00+00:00,202.59,206.5,202.36,205.79,20929307,49.1387176473,50.0870980511,49.0829305648,49.9148857527,83717228,0.0,1.0
2019-07-22 00:00:00+00:00,207.22,207.23,203.61,203.65,22277932,50.2617358748,50.2641614001,49.3861212309,49.3958233322,89111728,0.0,1.0
2019-07-23 00:00:00+00:00,208.84,208.91,207.29,208.46,18355210,50.6546709782,50.6716496555,50.2787145521,50.5625010157,73420840,0.0,1.0
2019-07-24 00:00:00+00:00,208.67,209.15,207.17,207.67,14991567,50.6134370476,50.7298622634,50.2496082482,50.3708845146,59966268,0.0,1.0
2019-07-25 00:00:00+00:00,207.02,209.24,206.73,208.89,13909535,50.2132253682,50.7516919913,50.1428851337,50.6667986048,55638140,0.0,1.0
2019-07-26 00:00:00+00:00,207.74,209.73,207.14,207.48,17618874,50.3878631919,50.8705427325,50.2423316722,50.3247995334,70475496,0.0,1.0
2019-07-29 00:00:00+00:00,209.68,210.64,208.44,208.46,21673389,50.8584151058,51.0912655375,50.557649965,50.5625010157,86693556,0.0,1.0
2019-07-30 00:00:00+00:00,208.78,210.16,207.31,208.76,33935718,50.6401178262,50.9748403216,50.2835656028,50.6352667755,135742872,0.0,1.0
2019-07-31 00:00:00+00:00,213.04,221.37,211.3,216.42,69281361,51.6733916165,53.6938542159,51.2513502092,52.4932191778,277125444,0.0,1.0
2019-08-01 00:00:00+00:00,208.43,218.03,206.74,213.9,54017922,50.5552244397,52.8837287558,50.145310659,51.8819867948,216071688,0.0,1.0
2019-08-02 00:00:00+00:00,204.02,206.43,201.63,205.53,40862122,49.4855677694,50.0701193738,48.9058672157,49.8518220942,163448488,0.0,1.0
2019-08-05 00:00:00+00:00,193.34,198.65,192.58,197.99,52392969,46.8951067177,48.1830606676,46.7107667926,48.0229759958,209571876,0.0,1.0
2019-08-06 00:00:00+00:00,197.0,198.07,194.04,196.31,35824787,47.7828489882,48.0423801985,47.0648934907,47.6154877405,143299148,0.0,1.0
2019-08-07 00:00:00+00:00,199.04,199.56,193.82,195.41,33364400,48.2776561554,48.4037834725,47.0115319335,47.3971904609,133457600,0.0,1.0
2019-08-08 00:00:00+00:00,203.43,203.53,199.39,200.2,27009523,49.342461775,49.3667170283,48.3625495419,48.5590170936,108038092,0.0,1.0
2019-08-09 00:00:00+00:00,200.99,202.76,199.29,201.3,24619746,48.937399045,49.3683617611,48.5234800521,49.0128783908,98478984,0.77,1.0
2019-08-12 00:00:00+00:00,200.48,202.05,199.15,199.62,22481889,48.8132233471,49.1954897111,48.4893926057,48.6038290331,89927556,0.0,1.0
2019-08-13 00:00:00+00:00,208.97,212.14,200.48,201.02,47539786,50.8803834939,51.6522206747,48.8132233471,48.9447034978,190159144,0.0,1.0
2019-08-14 00:00:00+00:00,202.75,206.44,202.59,203.16,36547443,49.3659269435,50.2643746398,49.3269698618,49.4657544653,146189772,0.0,1.0
2019-08-15 00:00:00+00:00,201.74,205.14,199.67,203.46,27883363,49.1200103654,49.9478483511,48.6160031211,49.5387989935,111533452,0.0,1.0
2019-08-16 00:00:00+00:00,206.5,207.16,203.84,204.28,28813624,50.2789835454,50.4396815073,49.6313220624,49.7384540371,115254496,0.0,1.0
2019-08-19 00:00:00+00:00,210.35,212.73,210.03,210.62,24431915,51.2163883234,51.7958749134,51.13847416,51.2821283987,97727660,0.0,1.0
2019-08-20 00:00:00+00:00,210.36,213.35,210.32,210.88,26919529,51.218823141,51.9468336049,51.2090838706,51.3454336564,107678116,0.0,1.0
2019-08-21 00:00:00+00:00,212.64,213.65,211.6,212.99,21564747,51.7739615549,52.0198781331,51.520740524,51.8591801711,86258988,0.0,1.0
2019-08-22 00:00:00+00:00,212.46,214.44,210.75,213.19,22267819,51.730134838,52.2122287239,51.3137810276,51.9078765232,89071276,0.0,1.0
2019-08-23 00:00:00+00:00,202.64,212.05,201.0,209.43,46882843,49.3391439498,51.6303073162,48.9398338626,50.9923851037,187531372,0.0,1.0
2019-08-26 00:00:00+00:00,206.49,207.19,205.06,205.86,26066130,50.2765487278,50.4469859602,49.9283698103,50.1231552187,104264520,0.0,1.0
2019-08-27 00:00:00+00:00,204.16,208.55,203.53,207.86,25897344,49.7092362258,50.7781211545,49.5558427167,50.6101187397,103589376,0.0,1.0
2019-08-28 00:00:00+00:00,205.53,205.72,203.32,204.1,15957632,50.0428062377,50.0890677722,49.504711547,49.6946273202,63830528,0.0,1.0
2019-08-29 00:00:00+00:00,209.01,209.32,206.66,208.5,21007652,50.8901227643,50.96560211,50.3179406271,50.7659470664,84030608,0.0,1.0
2019-08-30 00:00:00+00:00,208.74,210.45,207.2,210.16,21162561,50.8243826889,51.2407364994,50.4494207778,51.1701267889,84650244,0.0,1.0
2019-09-03 00:00:00+00:00,205.7,206.98,204.22,206.43,20059574,50.084198137,50.3958547905,49.7238451314,50.2619398222,80238296,0.0,1.0
2019-09-04 00:00:00+00:00,209.19,209.48,207.32,208.39,19216820,50.9339494812,51.0045591917,50.478638589,50.7391640728,76867280,0.0,1.0
2019-09-05 00:00:00+00:00,213.28,213.97,211.51,212.0,23946984,51.9297898817,52.0977922964,51.4988271656,51.6181332282,95787936,0.0,1.0
2019-09-06 00:00:00+00:00,213.26,214.42,212.51,214.05,19362294,51.9249202465,52.2073590886,51.7423089261,52.1172708373,77449176,0.0,1.0
2019-09-09 00:00:00+00:00,214.17,216.44,211.07,214.84,27309401,52.1464886485,52.6991922449,51.3916951909,52.3096214281,109237604,0.0,1.0
2019-09-10 00:00:00+00:00,216.7,216.78,211.71,213.86,31777931,52.7624975026,52.7819760435,51.5475235177,52.0710093028,127111724,0.0,1.0
2019-09-11 00:00:00+00:00,223.59,223.71,217.73,218.07,44289646,54.4400868325,54.4693046438,53.0132837159,53.0960675145,177158584,0.0,1.0
2019-09-12 00:00:00+00:00,223.09,226.42,222.86,224.8,32226669,54.3183459523,55.1291402148,54.2623451474,54.7346997627,128906676,0.0,1.0
2019-09-13 00:00:00+00:00,218.75,220.79,217.02,220.0,39763296,53.2616351117,53.7583379031,52.840411666,53.5659873123,159053184,0.0,1.0
2019-09-16 00:00:00+00:00,219.9,220.13,217.56,217.73,21158141,53.5416391362,53.5976399412,52.9718918167,53.0132837159,84632564,0.0,1.0
2019-09-17 00:00:00+00:00,220.7,220.82,219.12,219.96,18386468,53.7364245447,53.7656423559,53.351723363,53.5562480419,73545872,0.0,1.0
2019-09-18 00:00:00+00:00,222.77,222.85,219.44,221.06,25643093,54.2404317889,54.2599103298,53.4296375264,53.8240779784,102572372,0.0,1.0
2019-09-19 00:00:00+00:00,220.96,223.76,220.37,222.01,22187876,53.7997298024,54.4814787318,53.6560755637,54.0553856509,88751504,0.0,1.0
2019-09-20 00:00:00+00:00,217.73,222.56,217.47,221.38,57977094,53.0132837159,54.1893006192,52.9499784582,53.9019921418,231908376,0.0,1.0
2019-09-23 00:00:00+00:00,218.72,219.84,217.65,218.95,19419648,53.2543306588,53.5270302306,52.9938051751,53.3103314638,77678592,0.0,1.0
2019-09-24 00:00:00+00:00,217.68,222.49,217.19,221.03,31434367,53.0011096279,54.172256896,52.8818035653,53.8167735256,125737468,0.0,1.0
2019-09-25 00:00:00+00:00,221.03,221.5,217.14,218.55,22481006,53.8167735256,53.9312099531,52.8696294772,53.2129387596,89924024,0.0,1.0
2019-09-26 00:00:00+00:00,219.89,220.94,218.83,220.0,19088312,53.5392043186,53.7948601672,53.2811136525,53.5659873123,76353248,0.0,1.0
2019-09-27 00:00:00+00:00,218.82,220.96,217.28,220.54,25361285,53.2786788349,53.7997298024,52.9037169237,53.697467463,101445140,0.0,1.0
2019-09-30 00:00:00+00:00,223.97,224.58,220.79,220.9,26318583,54.5326099015,54.6811337754,53.7583379031,53.7851208968,105274332,0.0,1.0
2019-10-01 00:00:00+00:00,224.59,228.22,224.2,225.07,36187163,54.683568593,55.5674073837,54.5886107064,54.8004398381,144748652,0.0,1.0
2019-10-02 00:00:00+00:00,218.96,223.58,217.93,223.06,35767257,53.3127662814,54.4376520149,53.061980068,54.3110414995,143069028,0.0,1.0
2019-10-03 00:00:00+00:00,220.82,220.96,215.13,218.43,30352686,53.7656423559,53.7997298024,52.3802311386,53.1837209483,121410744,0.0,1.0
2019-10-04 00:00:00+00:00,227.01,227.49,223.89,225.64,34755553,55.2727944535,55.3896656985,54.5131313607,54.9392244416,139022212,0.0,1.0
2019-10-07 00:00:00+00:00,227.06,229.93,225.84,226.27,30889269,55.2849685415,55.9837611942,54.9879207937,55.0926179507,123557076,0.0,1.0
2019-10-08 00:00:00+00:00,224.4,228.06,224.33,225.82,29282700,54.6373070585,55.528450302,54.6202633353,54.9830511585,117130800,0.0,1.0
2019-10-09 00:00:00+00:00,227.03,227.79,225.64,227.03,19029424,55.2776640887,55.4627102267,54.9392244416,55.2776640887,76117696,0.0,1.0
2019-10-10 00:00:00+00:00,230.09,230.44,227.3,227.93,28962984,56.0227182758,56.107936892,55.343404164,55.4967976731,115851936,0.0,1.0
2019-10-11 00:00:00+00:00,236.21,237.64,232.31,232.95,41990210,57.5128266502,57.8610055677,56.5632477842,56.7190761109,167960840,0.0,1.0
2019-10-14 00:00:00+00:00,235.87,238.13,234.67,234.9,24413484,57.4300428516,57.9803116304,57.137864739,57.1938655439,97653936,0.0,1.0
2019-10-15 00:00:00+00:00,235.32,237.65,234.88,236.39,23040483,57.2961278833,57.8634403853,57.1889959087,57.5566533671,92161932,0.0,1.0
2019-10-16 00:00:00+00:00,234.37,235.24,233.2,233.37,19286694,57.0648202108,57.2766493425,56.779946551,56.8213384503,77146776,0.0,1.0
2019-10-17 00:00:00+00:00,235.28,236.15,233.52,235.09,17272897,57.2863886129,57.4982177445,56.8578607144,57.2401270784,69091588,0.0,1.0
2019-10-18 00:00:00+00:00,236.41,237.58,234.29,234.59,24248023,57.5615230023,57.8463966621,57.04534167,57.1183861981,96992092,0.0,1.0
2019-10-21 00:00:00+00:00,240.51,240.99,237.32,237.52,21811567,58.5597982204,58.6766694654,57.7830914043,57.8317877564,87246268,0.0,1.0
2019-10-22 00:00:00+00:00,239.96,242.2,239.62,241.16,22684001,58.4258832521,58.9712823956,58.3430994535,58.7180613647,90736004,0.0,1.0
2019-10-23 00:00:00+00:00,243.18,243.24,241.22,242.1,19932545,59.2098945209,59.2245034266,58.7326702703,58.9469342196,79730180,0.0,1.0
2019-10-24 00:00:00+00:00,243.58,244.8,241.81,244.51,17916255,59.3072872251,59.604334973,58.876324509,59.5337252624,71665020,0.0,1.0
2019-10-25 00:00:00+00:00,246.58,246.73,242.88,243.16,18369296,60.0377325067,60.0742547707,59.1368499928,59.2050248857,73477184,0.0,1.0
2019-10-28 00:00:00+00:00,249.05,249.25,246.72,247.42,23655368,60.6391324551,60.6878288072,60.0718199531,60.2422571855,94621472,0.0,1.0
2019-10-29 00:00:00+00:00,243.29,249.75,242.57,248.97,35709867,59.2366775146,60.8095696875,59.061370647,60.6196539143,142839468,0.0,1.0
